date,net_portfolio_value,net_daily_return,net_daily_log_return,net_cumulative_return,net_cumulative_log_return,net_drawdown,gross_portfolio_value,gross_daily_return,gross_daily_log_return,gross_cumulative_return,gross_cumulative_log_return,gross_drawdown,volume_traded
2005-02-28,1003839.1501885806,-0.002778365190910681,-0.0027822320114314868,0.003839150188580609,0.0038317994591913584,-0.002778365190910681,1003839.1501885806,-0.002778365190910681,-0.0027822320114314868,0.003839150188580609,0.0038317994591913584,-0.002778365190910681,333733.69463947957
2005-03-01,1002685.8423390903,-0.0011488970611214233,-0.0011495575492870224,0.0026858423390903052,0.0026822419099043196,-0.0039240701964295965,1002685.8423390903,-0.0011488970611214233,-0.0011495575492870224,0.0026858423390903052,0.0026822419099043196,-0.0039240701964295965,0.0
2005-03-02,1002801.1731240393,0.00011502185438261314,0.00011501523987632399,0.00280117312403938,0.0027972571497806836,-0.0038094996958777383,1002801.1731240393,0.00011502185438261314,0.00011501523987632399,0.00280117312403938,0.0027972571497806836,-0.0038094996958777383,0.0
2005-03-03,1001724.7524645152,-0.0010734138415202654,-0.0010739903627586928,0.0017247524645152001,0.0017232667870219149,-0.004878824367695267,1001724.7524645152,-0.0010734138415202654,-0.0010739903627586928,0.0017247524645152001,0.0017232667870219149,-0.004878824367695267,0.0
2005-03-04,1003300.9398588184,0.001573473541933934,0.0015722369294550811,0.003300939858818408,0.0032955037164769697,-0.003313027526819612,1003300.9398588184,0.001573473541933934,0.0015722369294550811,0.003300939858818408,0.0032955037164769697,-0.003313027526819612,0.0
2005-03-07,1003646.9322136655,0.0003448540124917354,0.00034479456401374103,0.0036469322136654103,0.0036402982804906708,-0.002969316025163926,1003646.9322136656,0.0003448540124917354,0.00034479456401374103,0.0036469322136656324,0.003640298280490892,-0.002969316025163815,334709.15971935156
2005-03-08,1003592.0228451884,-0.000054709845379585786,-0.000054711342017763996,0.0035920228451884473,0.0035855869384730484,-0.0030238634197229386,1003592.0228451884,-0.00005470984537969681,-0.00005471134201787502,0.0035920228451884473,0.0035855869384730484,-0.0030238634197229386,0.0
2005-03-09,998994.8554489008,-0.004580713369218059,-0.004591236986116239,-0.0010051445510991242,-0.0010056500476432124,-0.007590725337347504,998994.8554489008,-0.004580713369218059,-0.004591236986116239,-0.0010051445510991242,-0.0010056500476432124,-0.007590725337347504,0.0
2005-03-10,1001049.2975912201,0.002056509231367576,0.0020543975109443015,0.0010492975912201885,0.0010487474633010204,-0.0055498265027090765,1001049.2975912201,0.002056509231367576,0.0020543975109443015,0.0010492975912201885,0.0010487474633010204,-0.0055498265027090765,0.0
2005-03-11,999580.0834218541,-0.0014676741424236583,-0.0014687522311021954,-0.0004199165781458847,-0.00042000476780124855,-0.007009355308279841,999580.0834218541,-0.0014676741424236583,-0.0014687522311021954,-0.0004199165781458847,-0.00042000476780124855,-0.007009355308279841,0.0
2005-03-14,1000038.1046886947,0.0004582136783604085,0.0004581087305306871,0.000038104688694806654,0.00003810396272959812,-0.006554353412398073,1000038.1046886947,0.0004582136783604085,0.0004581087305306871,0.000038104688694806654,0.00003810396272959812,-0.006554353412398073,168161.17201447848
2005-03-15,998775.7889225954,-0.0012622676677827016,-0.0012630649986492075,-0.0012242110774045578,-0.001224961035919742,-0.00780834773178507,998775.7889225954,-0.0012622676677827016,-0.0012630649986492075,-0.0012242110774045578,-0.001224961035919742,-0.00780834773178507,0.0
2005-03-16,998318.7851652068,-0.0004575639121986441,-0.000457668626509062,-0.001681214834793221,-0.0016826296624287572,-0.008262338825847704,998318.7851652068,-0.0004575639121986441,-0.000457668626509062,-0.001681214834793221,-0.0016826296624287572,-0.008262338825847704,0.0
2005-03-17,996794.1145645444,-0.0015272382162077047,-0.0015284056332595828,-0.0032058854354556354,-0.0032110352956884014,-0.00977695848244542,996794.1145645444,-0.0015272382162077047,-0.0015284056332595828,-0.0032058854354556354,-0.0032110352956884014,-0.00977695848244542,0.0
2005-03-18,996579.1487865879,-0.0002156571500729898,-0.0002156804074199808,-0.0034208512134121793,-0.0034267157031084073,-0.009990507161515616,996579.1487865879,-0.0002156571500729898,-0.0002156804074199808,-0.0034208512134121793,-0.0034267157031084073,-0.009990507161515616,0.0
2005-03-21,992935.5312142894,-0.0036561246306777706,-0.0036628245899112282,-0.007064468785710654,-0.007089540293019579,-0.013610105252887195,992935.5312142894,-0.0036561246306777706,-0.0036628245899112282,-0.007064468785710654,-0.007089540293019579,-0.013610105252887195,326243.4620885183
2005-03-22,992935.5312142894,0.0,0.0,-0.007064468785710654,-0.007089540293019579,-0.013610105252887195,992935.5312142894,0.0,0.0,-0.007064468785710654,-0.007089540293019579,-0.013610105252887195,0.0
2005-03-23,992935.5312142894,0.0,0.0,-0.007064468785710654,-0.007089540293019579,-0.013610105252887195,992935.5312142894,0.0,0.0,-0.007064468785710654,-0.007089540293019579,-0.013610105252887195,0.0
2005-03-24,992935.5312142894,0.0,0.0,-0.007064468785710654,-0.007089540293019579,-0.013610105252887195,992935.5312142894,0.0,0.0,-0.007064468785710654,-0.007089540293019579,-0.013610105252887195,0.0
2005-03-28,992935.5312142894,0.0,0.0,-0.007064468785710654,-0.007089540293019579,-0.013610105252887195,992935.5312142894,0.0,0.0,-0.007064468785710654,-0.007089540293019579,-0.013610105252887195,0.0
2005-03-29,992935.5312142894,0.0,0.0,-0.007064468785710654,-0.007089540293019579,-0.013610105252887195,992935.5312142894,0.0,0.0,-0.007064468785710654,-0.007089540293019579,-0.013610105252887195,0.0
2005-03-30,992935.5312142894,0.0,0.0,-0.007064468785710654,-0.007089540293019579,-0.013610105252887195,992935.5312142894,0.0,0.0,-0.007064468785710654,-0.007089540293019579,-0.013610105252887195,0.0
2005-03-31,992935.5312142894,0.0,0.0,-0.007064468785710654,-0.007089540293019579,-0.013610105252887195,992935.5312142894,0.0,0.0,-0.007064468785710654,-0.007089540293019579,-0.013610105252887195,0.0
